id_cliente,nombre,apellido,email,telefono,direccion,ciudad,pais,fecha_registro,segmento,id_producto,categoria,precio,costo,stock,proveedor,fecha_ingreso,activo,rating,id_venta,fecha,cantidad,precio_unitario,descuento,impuestos,metodo_pago,vendedor,total
129.0,Rosaura,Seco,mendozacleto@example.com,+34 879233126,"Acceso Jordana Nicolau 47 Apt. 84 , Vizcaya, 23443",La Rioja,Camboya,2025-09-24,Básico,,,,,,,,,0.0,,,,,,,,,
130.0,María Ángeles,Coronado,borregojaime@example.net,+34 879 294 849,"Alameda Bienvenida Cobos 4 Apt. 81 , Lleida, 20820",Almería,Mauricio,2024-06-25,Standard,,,,,,,,,0.0,,,,,,,,,
131.0,Encarnita,Moll,mbolanos@example.org,+34882 68 21 83,"Alameda de Olivia Arco 44, Cáceres, 20823",Sevilla,Jamaica,2024-06-19,Básico,,,,,,,,,0.0,,,,,,,,,
132.0,Caridad,Bas,njodar@example.net,+34 810903975,"Cuesta Lupe Nebot 30 Puerta 5 , Valencia, 04237",Cáceres,Iraq,2025-07-31,Standard,,,,,,,,,0.0,,,,,,,,,
133.0,Martin,Estevez,campsyessica@example.org,+34 742549266,"Camino Quique Baquero 10 Puerta 9 , Málaga, 45072",Cantabria,Argelia,2025-09-25,Standard,,,,,,,,,0.0,,,,,,,,,
134.0,Norberto,Villena,hcobos@example.net,+34807 876 653,"Paseo Edmundo Río 617, Huelva, 11578",Teruel,Bahamas,2024-05-18,Standard,,,,,,,,,0.0,,,,,,,,,
135.0,Chuy,Nieto,arandaisidro@example.org,+34928992057,"Via de Rico Fuente 14, Álava, 39734",Ourense,Gabón,2025-04-12,Standard,,,,,,,,,0.0,,,,,,,,,
136.0,Quirino,Álvaro,pacamadrid@example.com,+34828 81 46 58,"Calle Dora Dávila 551, Guipúzcoa, 01472",Cádiz,Burkina Faso,2025-08-16,Básico,,,,,,,,,0.0,,,,,,,,,
137.0,Emelina,Guitart,pedro11@example.com,+34825 49 76 60,"Vial Jimena Bayón 3 Puerta 1 , Cádiz, 49580",Salamanca,Israel,2024-10-16,Premium,,,,,,,,,0.0,,,,,,,,,
138.0,Anselmo,Olivera,rsolera@example.com,+34 820590778,"Acceso Gaspar Sarabia 26 Piso 8 , Albacete, 18146",Burgos,Polonia,2025-05-14,Básico,,,,,,,,,0.0,,,,,,,,,
139.0,Selena,Acedo,flordebora@example.org,+34 847414768,"Cañada Celso Pareja 48 Piso 7 , Burgos, 07277",Málaga,Montenegro,2023-09-02,Premium,,,,,,,,,0.0,,,,,,,,,
140.0,Calista,Gargallo,vallcelestina@example.net,+34846 24 18 73,"Via Godofredo Manzano 8 Apt. 84 , Lleida, 01493",Toledo,Qatar,2024-02-21,Standard,,,,,,,,,0.0,,,,,,,,,
141.0,Clarisa,Mate,iborravito@example.com,+34946 36 99 25,"Alameda de Benita Comas 96, Guadalajara, 23905",Salamanca,República Federal Democrática de Nepal,2025-02-27,Premium,,,,,,,,,0.0,,,,,,,,,
142.0,Alex,Salinas,vsalom@example.net,+34944971888,"Glorieta de Herminia Villaverde 230, Huelva, 42073",Huesca,Países Bajos,2024-03-26,Premium,,,,,,,,,0.0,,,,,,,,,
143.0,Candelas,Requena,egeagonzalo@example.org,+34 985 078 530,"Plaza de Manuela Verdú 397, Santa Cruz de Tenerife, 31991",Castellón,Ucrania,2024-01-01,Básico,,,,,,,,,0.0,,,,,,,,,
144.0,Lucas,Segovia,ncarnero@example.org,+34947 905 868,"Pasaje de Gracia Ripoll 36 Puerta 9 , Almería, 17245",La Rioja,Guatemala,2025-01-30,Standard,,,,,,,,,0.0,,,,,,,,,
145.0,Luna,Burgos,barrigacelestino@example.com,+34925 88 83 83,"Urbanización de Jacobo Marín 280, Granada, 49659",Cantabria,Austria,2024-01-10,Standard,,,,,,,,,0.0,,,,,,,,,
146.0,Jesusa,Barceló,naguirre@example.com,+34922788112,"Calle de Olegario Olivares 430 Piso 5 , La Coruña, 01875",Navarra,República Dominicana,2024-04-10,Standard,,,,,,,,,0.0,,,,,,,,,
147.0,Rosa,Zamorano,jorge71@example.org,+34 842 013 382,"Acceso de Anita Palau 1, Melilla, 42678",Alicante,Georgia,2024-03-03,Premium,,,,,,,,,0.0,,,,,,,,,
148.0,Jose Antonio,Coca,aurelia16@example.net,+34 824 645 975,"Paseo de Armida Ibañez 74 Apt. 46 , Salamanca, 18492",Valladolid,Liberia,2025-09-30,Standard,,,,,,,,,0.0,,,,,,,,,
149.0,Rolando,Barón,trilloramiro@example.net,+34 821080514,"Urbanización de Lupe Estevez 38 Piso 0 , Navarra, 31069",Navarra,Perú,2024-04-02,Básico,,,,,,,,,0.0,,,,,,,,,
150.0,Eugenio,Tamayo,delfinacano@example.net,+34879341177,"Calle Santiago Feijoo 62, Navarra, 34466",Cádiz,Croacia,2024-02-08,Premium,,,,,,,,,0.0,,,,,,,,,
151.0,Martirio,Campillo,petronagiron@example.org,+34875 20 28 28,"Calle de Maristela Jordán 191 Apt. 00 , Cuenca, 35340",Ávila,Jamaica,2025-10-01,Premium,,,,,,,,,0.0,,,,,,,,,
152.0,Guiomar,Fuertes,susana76@example.org,+34820 474 443,"Cuesta Blanca Bueno 23 Piso 5 , Santa Cruz de Tenerife, 51593",La Rioja,Bosnia y Herzegovina,2023-07-22,Premium,,,,,,,,,0.0,,,,,,,,,
153.0,Pili,Benet,tatiana87@example.com,+34 927 673 169,"Pasaje de Antonio Navarrete 13 Puerta 2 , Cáceres, 38621",Murcia,China,2023-02-26,Premium,,,,,,,,,0.0,,,,,,,,,
154.0,Eusebia,Tomás,eugeniogil@example.net,+34 874 576 545,"Camino Elisa Valenciano 81 Apt. 83 , Burgos, 38867",Álava,Pakistán,2025-10-08,Básico,,,,,,,,,0.0,,,,,,,,,
155.0,Goyo,Abad,eleuteriocaballero@example.com,+34881368680,"Urbanización Flavio Guzman 593, Madrid, 23743",Navarra,Namibia,2024-04-07,Premium,,,,,,,,,0.0,,,,,,,,,
156.0,Bernardita,Ricart,kcoll@example.net,+34 874264947,"Paseo de Etelvina Arco 264, Ávila, 31743",Zaragoza,Singapur,2022-12-29,Premium,,,,,,,,,0.0,,,,,,,,,
157.0,Benita,Mendizábal,arielsolera@example.org,+34 877016157,"Avenida de Marisela Fabra 72 Apt. 77 , Madrid, 16387",Zamora,Bulgaria,2023-03-13,Básico,,,,,,,,,0.0,,,,,,,,,
158.0,Ester,Menéndez,isidoro02@example.org,+34983 423 146,"Glorieta de Rafa Arco 95, Valencia, 15420",León,San Vicente y las Granadinas,2023-05-14,Standard,,,,,,,,,0.0,,,,,,,,,
159.0,Ariadna,Carro,isabel66@example.org,+34807231643,"Alameda de Valerio Zorrilla 12, Cantabria, 45600",Girona,Sudán del Sur,2025-03-05,Básico,,,,,,,,,0.0,,,,,,,,,
160.0,Cipriano,Sandoval,mpla@example.com,+34 884889631,"Calle Luciana Heras 47, Huelva, 04729",Salamanca,Malta,2023-08-06,Standard,,,,,,,,,0.0,,,,,,,,,
161.0,María Fernanda,Grau,josefinagiron@example.org,+34844965604,"Cuesta de Paco Simó 77, Ávila, 36082",Valladolid,España,2025-01-24,Premium,,,,,,,,,0.0,,,,,,,,,
162.0,Pepita,Martin,apolinar32@example.org,+34 942 63 94 67,"Rambla de Hernando Benavente 22, Alicante, 27418",Granada,Marruecos,2025-05-29,Premium,,,,,,,,,0.0,,,,,,,,,
163.0,Tristán,Ugarte,osvaldolastra@example.com,+34942 085 548,"Cañada de Santiago Carballo 971, Lleida, 25182",Córdoba,Islas Marshall,2024-07-01,Premium,,,,,,,,,0.0,,,,,,,,,
164.0,Jose Angel,Andres,haydeealmazan@example.net,+34887 95 73 64,"Via de Gil Montaña 9 Puerta 0 , Palencia, 29738",Cantabria,Bahamas,2024-11-26,Básico,,,,,,,,,0.0,,,,,,,,,
165.0,Eligia,Hidalgo,cvazquez@example.com,+34 881 17 09 08,"Alameda de Raquel Haro 3 Puerta 2 , Guipúzcoa, 16983",Tarragona,Bhután,2024-01-28,Standard,,,,,,,,,0.0,,,,,,,,,
166.0,Azahara,Saldaña,franchamarilis@example.org,+34 876901461,"Acceso Javiera Martinez 1 Apt. 25 , Barcelona, 02253",La Coruña,Alemania,2025-03-28,Standard,,,,,,,,,0.0,,,,,,,,,
167.0,Sara,Manjón,maria-doloressuarez@example.com,+34 979 266 093,"Pasaje de Mohamed Escobar 79, Lugo, 19364",Murcia,Polonia,2025-08-25,Básico,,,,,,,,,0.0,,,,,,,,,
168.0,Salomé,Cuevas,ciriacoarnal@example.com,+34 880 19 60 13,"Avenida de Bienvenida Pont 57, Navarra, 41435",Granada,Japón,2023-07-21,Básico,,,,,,,,,0.0,,,,,,,,,
169.0,Lupe,Benitez,cruz31@example.org,+34 944383534,"Urbanización René Tejada 83 Puerta 3 , Santa Cruz de Tenerife, 51667",Badajoz,Jamaica,2025-09-10,Standard,,,,,,,,,0.0,,,,,,,,,
170.0,Hilda,Piquer,anabelamat@example.net,+34 968 721 026,"Calle de Jaime Valle 23, Cádiz, 40224",Cáceres,Mali,2022-11-11,Básico,,,,,,,,,0.0,,,,,,,,,
171.0,Eufemia,Ramis,dmancebo@example.org,+34 806 86 54 13,"Vial Porfirio Ortiz 351, Valladolid, 23243",Toledo,Islandia,2025-04-05,Premium,,,,,,,,,0.0,,,,,,,,,
172.0,Trinidad,Soto,castanedaamaro@example.net,+34705 76 16 92,"Calle de Aristides Bauzà 1 Piso 2 , Sevilla, 49511",Girona,Honduras,2024-04-17,Standard,,,,,,,,,0.0,,,,,,,,,
173.0,Pepe,Nicolau,ajimenez@example.com,+34900 940 890,"Pasaje de Lola Jover 25 Puerta 1 , Girona, 10159",Melilla,Nauru,2023-05-22,Básico,,,,,,,,,0.0,,,,,,,,,
174.0,Atilio,Sola,floragullo@example.net,+34886 06 77 81,"Alameda de Ibán Paniagua 421 Apt. 40 , Ciudad, 09353",La Coruña,Uzbekistán,2024-02-20,Standard,,,,,,,,,0.0,,,,,,,,,
175.0,Luciana,Borrell,sebastian98@example.com,+34 848 77 56 09,"Pasadizo de Malena Huertas 37 Apt. 01 , Asturias, 31965",Badajoz,Timor-Leste,2025-05-30,Básico,,,,,,,,,0.0,,,,,,,,,
176.0,Andrés Felipe,Cárdenas,flaviaverdu@example.org,+34 873743217,"Avenida de Maura Pozo 33 Piso 3 , Murcia, 31545",Córdoba,Bahamas,2023-08-17,Standard,,,,,,,,,0.0,,,,,,,,,
177.0,Ciro,Busquets,yartigas@example.com,+34 806 26 25 29,"Ronda de José Mari Castrillo 205, Huelva, 07037",Palencia,Mauritania,2024-02-28,Standard,,,,,,,,,0.0,,,,,,,,,
178.0,Jerónimo,Segovia,acasal@example.net,+34 981 17 91 91,"Ronda Eligio Goñi 6, Córdoba, 31133",Huelva,Turkmenistán,2025-05-02,Standard,,,,,,,,,0.0,,,,,,,,,
179.0,Luis Ángel,Gras,garridoeugenia@example.com,+34973279382,"Acceso Jenaro Valverde 72 Piso 2 , Santa Cruz de Tenerife, 31465",Castellón,Somalia,2023-10-08,Premium,,,,,,,,,0.0,,,,,,,,,
180.0,Juan Bautista,Tirado,ingrid45@example.net,+34 822295726,"Glorieta de Isidoro Poza 26 Puerta 2 , Alicante, 46570",Soria,Maldivas,2024-09-24,Premium,,,,,,,,,0.0,,,,,,,,,
181.0,Mauricio,Ropero,mercedes03@example.net,+34 948631333,"Pasadizo Elvira Puerta 8 Puerta 5 , Cáceres, 05494",León,Bahamas,2023-02-05,Standard,,,,,,,,,0.0,,,,,,,,,
182.0,Nieves,Barranco,leoncio97@example.org,+34980 724 797,"Pasaje Renata Barón 8, Álava, 05940",Guadalajara,Hungría,2023-09-19,Básico,,,,,,,,,0.0,,,,,,,,,
183.0,Fabián,Muro,ritasantos@example.net,+34 844 36 62 64,"Acceso de Claudio Villa 485 Piso 1 , León, 28958",Córdoba,Kuwait,2022-10-29,Premium,,,,,,,,,0.0,,,,,,,,,
184.0,Rosario,Fuster,mvergara@example.net,+34981 76 36 59,"Alameda Morena Arteaga 177 Apt. 84 , Girona, 10191",Soria,San Marino,2023-06-02,Básico,,,,,,,,,0.0,,,,,,,,,
185.0,Maribel,Galindo,kpou@example.net,+34 841014797,"Rambla de Gilberto Moya 903, Ourense, 23525",Granada,Reino Unido de Gran Bretaña e Irlanda del Norte,2024-07-09,Standard,,,,,,,,,0.0,,,,,,,,,
186.0,Pío,Valverde,arosell@example.com,+34948 67 94 14,"Vial Eliana Castellanos 657 Puerta 9 , Cuenca, 26947",Tarragona,Kenya,2025-05-24,Básico,,,,,,,,,0.0,,,,,,,,,
187.0,Fabio,Revilla,uclemente@example.net,+34 806268953,"Rambla Rolando Torre 51 Apt. 91 , Guipúzcoa, 19487",Lugo,Camboya,2025-01-22,Premium,,,,,,,,,0.0,,,,,,,,,
188.0,Alba,Peña,blanchgema@example.net,+34 927 65 22 98,"Urbanización Nerea Gallego 54, Navarra, 03476",Barcelona,Nueva Zelandia,2024-10-16,Básico,,,,,,,,,0.0,,,,,,,,,
189.0,Sarita,Gomila,pascualchucho@example.com,+34 743 22 61 06,"Rambla de Evangelina Cano 902, Salamanca, 07810",Zamora,Mauritania,2024-09-21,Básico,,,,,,,,,0.0,,,,,,,,,
190.0,Delfina,Reina,jeronimoarnal@example.com,+34 844385088,"Calle de Teresa Cazorla 223 Puerta 3 , Ávila, 30510",Sevilla,Camboya,2025-09-14,Standard,,,,,,,,,0.0,,,,,,,,,
191.0,Eva,Manrique,gguerra@example.org,+34827181759,"C. de Eufemia Redondo 57 Apt. 08 , La Coruña, 35246",Baleares,República Árabe Siria,2025-03-03,Standard,,,,,,,,,0.0,,,,,,,,,
192.0,Manu,Cifuentes,rosa60@example.net,+34 729821095,"Callejón de Seve Losada 466, Melilla, 15283",Valencia,Japón,2022-12-05,Básico,,,,,,,,,0.0,,,,,,,,,
193.0,Montserrat,Pino,dpelayo@example.net,+34871 558 225,"Camino de Maximiano Pomares 86 Puerta 7 , Badajoz, 40176",Ceuta,Eslovaquia,2024-12-22,Básico,,,,,,,,,0.0,,,,,,,,,
194.0,Modesta,Tur,fusterplacido@example.com,+34976817151,"Urbanización Cruz Casado 71 Apt. 10 , Lugo, 50522",Navarra,Kazajstán,2024-05-29,Standard,,,,,,,,,0.0,,,,,,,,,
195.0,Felix,Bermejo,ursula59@example.com,+34820 91 34 28,"Camino de Eloísa Lucena 1 Piso 8 , Ávila, 39174",Badajoz,Sierra Leona,2023-08-24,Premium,,,,,,,,,0.0,,,,,,,,,
196.0,Valeria,Andres,victoria03@example.com,+34883 042 046,"Cañada Bernardita Chacón 5 Piso 6 , Asturias, 15186",Segovia,Comoras,2025-03-18,Premium,,,,,,,,,0.0,,,,,,,,,
197.0,Fermín,Oliveras,guijarroveronica@example.org,+34827511982,"C. de Paz Narváez 16, Jaén, 05805",Soria,Djibouti,2025-05-23,Básico,,,,,,,,,0.0,,,,,,,,,
198.0,Clara,Vila,luisbarbera@example.com,+34875 761 981,"Plaza Irene Sans 56 Piso 5 , Jaén, 36753",Las Palmas,Bulgaria,2025-10-09,Standard,,,,,,,,,0.0,,,,,,,,,
199.0,Wálter,Arjona,jaimecamara@example.net,+34842450990,"Alameda de Anselmo Santiago 85 Puerta 9 , Guipúzcoa, 51297",Murcia,Bosnia y Herzegovina,2024-01-04,Básico,,,,,,,,,0.0,,,,,,,,,
200.0,Santiago,Mate,corbachoamelia@example.net,+34880 64 38 91,"Calle Cipriano Escudero 38, Castellón, 07653",Melilla,Zambia,2025-07-20,Standard,,,,,,,,,0.0,,,,,,,,,
201.0,Pili,Antúnez,ngibert@example.org,+34 887341004,"Ronda de Rómulo Ureña 9 Puerta 2 , Albacete, 31790",Ávila,Serbia,2025-07-13,Premium,,,,,,,,,0.0,,,,,,,,,
202.0,Perlita,Barrera,abiliocriado@example.net,+34 971903039,"Camino Amando Villena 43 Puerta 2 , Tarragona, 39018",León,Sierra Leona,2023-10-02,Básico,,,,,,,,,0.0,,,,,,,,,
203.0,Sofía,Peral,earregui@example.net,+34885534715,"Pasaje Dominga Arregui 61, Badajoz, 15896",Cantabria,Nigeria,2024-11-28,Standard,,,,,,,,,0.0,,,,,,,,,
204.0,Aurelio,Nadal,portilloricardo@example.com,+34980045443,"Rambla de María Cristina Rosales 8, Huelva, 22631",Jaén,Jamaica,2024-12-16,Básico,,,,,,,,,0.0,,,,,,,,,
205.0,Gregorio,Pardo,benaventepaula@example.net,+34877 524 103,"Calle de Anselma Bellido 9, Valencia, 29082",Cádiz,Swazilandia,2025-06-12,Premium,,,,,,,,,0.0,,,,,,,,,
206.0,Albino,Carrión,felipemilla@example.com,+34 871 47 88 35,"Camino Nereida Márquez 466, La Coruña, 22859",Granada,Yemen,2024-01-15,Premium,,,,,,,,,0.0,,,,,,,,,
207.0,Julia,Céspedes,pancho01@example.com,+34902908530,"Ronda Virginia Castañeda 492 Puerta 1 , Vizcaya, 25986",Guadalajara,Eslovaquia,2024-10-18,Básico,,,,,,,,,0.0,,,,,,,,,
208.0,Odalys,Guardiola,encarnacion10@example.com,+34842 45 15 26,"Callejón Maximino Duran 908 Apt. 17 , Baleares, 29624",Córdoba,Afganistán,2025-07-07,Básico,,,,,,,,,0.0,,,,,,,,,
209.0,Isabela,Ferrando,bernardino99@example.net,+34731468029,"Pasaje de Úrsula Giménez 1, Barcelona, 21823",Córdoba,Azerbaiyán,2023-06-22,Básico,,,,,,,,,0.0,,,,,,,,,
210.0,Juan Francisco,Alegre,ymarquez@example.net,+34 738 29 14 71,"Cuesta de Ofelia Rodrigo 1, Asturias, 34657",Málaga,Ecuador,2023-09-06,Standard,,,,,,,,,0.0,,,,,,,,,
211.0,Nerea,Uribe,solerajovita@example.com,+34 923 93 42 99,"Vial Dafne Ferrándiz 94 Puerta 6 , Guipúzcoa, 37970",Ceuta,Trinidad y Tabago,2022-11-19,Standard,,,,,,,,,0.0,,,,,,,,,
212.0,Lupe,Arnau,caridad57@example.com,+34806 388 136,"C. de Jaime Caro 10 Apt. 58 , Álava, 42951",Vizcaya,Omán,2024-08-02,Básico,,,,,,,,,0.0,,,,,,,,,
213.0,Felicia,Alcántara,chernandez@example.com,+34 841506231,"Glorieta Judith Nogueira 18 Puerta 6 , Cádiz, 37779",Teruel,República Checa,2023-12-29,Premium,,,,,,,,,0.0,,,,,,,,,
214.0,Rómulo,Chaparro,gervasio81@example.org,+34 743 564 111,"Pasaje de Evelia Fábregas 72, Teruel, 14277",Cantabria,Afganistán,2023-02-11,Básico,,,,,,,,,0.0,,,,,,,,,
215.0,Azucena,Neira,carina69@example.com,+34978 58 83 81,"Vial de Adelardo Solís 577 Piso 3 , Huesca, 34827",Lugo,Kiribati,2024-11-21,Básico,,,,,,,,,0.0,,,,,,,,,
216.0,Modesta,Jaén,tenadelfina@example.net,+34827041842,"Glorieta Rómulo Lumbreras 65 Apt. 15 , Pontevedra, 20231",Guipúzcoa,Micronesia,2023-05-23,Premium,,,,,,,,,0.0,,,,,,,,,
217.0,Rita,Ferreras,aroa51@example.com,+34949 113 783,"Urbanización Juan Luis Peñas 25, Teruel, 08501",Santa Cruz de Tenerife,Jordania,2023-04-15,Premium,,,,,,,,,0.0,,,,,,,,,
218.0,Xavier,Garcés,umachado@example.net,+34836 863 274,"Cuesta Amor Uría 1, La Coruña, 47700",Salamanca,Fiji,2023-03-24,Standard,,,,,,,,,0.0,,,,,,,,,
219.0,Jose Miguel,Oller,galvaneugenio@example.org,+34864 24 20 81,"Cuesta de Samanta Oliver 797 Apt. 78 , Huelva, 08777",Huesca,Bolivia,2025-06-16,Básico,,,,,,,,,0.0,,,,,,,,,
220.0,Octavia,Boix,lbermejo@example.org,+34 736987686,"Ronda Vidal Madrid 62 Apt. 09 , Zamora, 36533",La Coruña,Nueva Zelandia,2024-06-27,Básico,,,,,,,,,0.0,,,,,,,,,
221.0,Lucía,Iniesta,rosaurauriarte@example.com,+34 977323386,"Callejón de Andrea Ribera 5 Piso 7 , Lleida, 33490",Guadalajara,Sudán del Sur,2024-03-19,Básico,,,,,,,,,0.0,,,,,,,,,
222.0,Florentina,Mínguez,osunadani@example.org,+34 872 504 435,"Pasadizo de África Sotelo 23 Apt. 54 , Pontevedra, 34668",Castellón,Andorra,2024-02-01,Básico,,,,,,,,,0.0,,,,,,,,,
223.0,Mariano,Narváez,nando13@example.com,+34846322128,"Callejón Hilario Bustos 20 Piso 0 , Salamanca, 31246",Ciudad,México,2023-12-30,Premium,,,,,,,,,0.0,,,,,,,,,
224.0,Ibán,Olivé,carlito87@example.net,+34 888 572 947,"Plaza Nélida Roig 5, Córdoba, 32911",Ourense,Argelia,2023-01-06,Básico,,,,,,,,,0.0,,,,,,,,,
225.0,Luna,Barros,sgarmendia@example.org,+34981886692,"Plaza Leyre Velázquez 431, Burgos, 30964",Murcia,Alemania,2024-06-12,Básico,,,,,,,,,0.0,,,,,,,,,
226.0,Abigaíl,Enríquez,modesto55@example.net,+34 888 118 662,"C. Hortensia Catalá 1, Zamora, 19588",Zamora,Andorra,2024-07-01,Básico,,,,,,,,,0.0,,,,,,,,,
227.0,Seve,Perez,crespogertrudis@example.com,+34875823626,"Paseo Rubén Rocha 13, Huelva, 50643",Ourense,Eritrea,2025-07-02,Básico,,,,,,,,,0.0,,,,,,,,,
228.0,Omar,Elías,mizquierdo@example.org,+34944 52 43 86,"Plaza de Ernesto Montes 619 Piso 8 , Albacete, 38807",León,Mali,2025-05-07,Standard,,,,,,,,,0.0,,,,,,,,,
229.0,Diana,Trujillo,serafinacuervo@example.com,+34 800459886,"Pasaje Heliodoro Samper 236, Lleida, 01775",Málaga,Papua Nueva Guinea,2023-01-01,Básico,,,,,,,,,0.0,,,,,,,,,
230.0,Salomón,Benavente,azenethsalgado@example.net,+34 983 63 67 56,"Acceso Ani Landa 6 Puerta 2 , Huesca, 35477",Guipúzcoa,Perú,2025-08-18,Premium,,,,,,,,,0.0,,,,,,,,,
231.0,Vicenta,Machado,marevalo@example.org,+34947 879 182,"Pasadizo Dolores Blanch 60 Piso 0 , Tarragona, 42835",Salamanca,Sudán,2023-12-31,Standard,,,,,,,,,0.0,,,,,,,,,
232.0,Rolando,Pomares,talberdi@example.org,+34 976 050 308,"Acceso de Edelmira Paniagua 75, Ceuta, 36704",Valencia,Guinea,2025-05-27,Básico,,,,,,,,,0.0,,,,,,,,,
233.0,Octavia,Rebollo,yfernandez@example.com,+34 971 77 54 56,"C. de Dolores Molina 305, Valladolid, 09952",La Coruña,República Popular Democrática de Corea,2023-04-21,Premium,,,,,,,,,0.0,,,,,,,,,
234.0,Tadeo,Morales,bolanoseva@example.org,+34 979067032,"Paseo de Marcia Ureña 56 Puerta 3 , La Rioja, 45091",Baleares,Senegal,2023-11-27,Standard,,,,,,,,,0.0,,,,,,,,,
235.0,Juan Manuel,Polo,alsinajoaquina@example.net,+34833555871,"Rambla de Encarna Mir 74, Badajoz, 38296",Soria,Tuvalu,2024-05-23,Standard,,,,,,,,,0.0,,,,,,,,,
236.0,Simón,Alcázar,paz04@example.net,+34902 57 04 07,"Camino Luis Ángel Gracia 7, Las Palmas, 09739",León,Filipinas,2023-09-30,Básico,,,,,,,,,0.0,,,,,,,,,
237.0,Perla,Gargallo,wgallart@example.net,+34 843 50 18 36,"Ronda Fernando Peralta 7, Baleares, 04111",Valladolid,Tuvalu,2022-11-27,Standard,,,,,,,,,0.0,,,,,,,,,
238.0,Íngrid,Mayo,nredondo@example.net,+34 844 754 367,"Camino de Jose Angel Chamorro 27, Cantabria, 25162",Tarragona,Guinea Ecuatorial,2023-03-19,Básico,,,,,,,,,0.0,,,,,,,,,
239.0,Tristán,Ribes,usobrino@example.com,+34635 135 365,"Vial Reyes Real 16, Alicante, 42244",Santa Cruz de Tenerife,Luxemburgo,2025-10-15,Básico,,,,,,,,,0.0,,,,,,,,,
240.0,Iris,Gomila,cferran@example.net,+34 846 46 30 61,"C. Gracia Barriga 85, Granada, 36045",Vizcaya,Armenia,2023-06-14,Standard,,,,,,,,,0.0,,,,,,,,,
241.0,Nando,Casanovas,cesarlorenzo@example.net,+34718 22 29 41,"Via de Joel Noguera 5, Valencia, 18787",Cuenca,Irán,2023-03-10,Standard,,,,,,,,,0.0,,,,,,,,,
242.0,Priscila,Martínez,reina89@example.net,+34 935 896 863,"C. de Salvador Rozas 636, Sevilla, 09388",Almería,Egipto,2024-10-07,Standard,,,,,,,,,0.0,,,,,,,,,
243.0,José Mari,Peña,danielarossello@example.org,+34920053843,"Pasaje Roque Ramón 721, Las Palmas, 31117",Barcelona,Papua Nueva Guinea,2024-09-23,Standard,,,,,,,,,0.0,,,,,,,,,
244.0,Lorenza,Rios,ngordillo@example.com,+34 976 87 71 85,"Rambla de Asunción Haro 16, Cuenca, 28780",La Rioja,Sudáfrica,2023-10-29,Standard,,,,,,,,,0.0,,,,,,,,,
245.0,Eleuterio,Company,farremirta@example.com,+34 976 77 32 56,"Acceso de Chuy Lobato 53, Santa Cruz de Tenerife, 47119",Cáceres,Mongolia,2025-08-23,Premium,,,,,,,,,0.0,,,,,,,,,
246.0,Benita,Hervás,jafetcal@example.com,+34 941663549,"Vial de Anselma Palomares 54 Puerta 7 , Guadalajara, 42317",Madrid,Sierra Leona,2024-06-29,Premium,,,,,,,,,0.0,,,,,,,,,
247.0,Alonso,Cabañas,bsantana@example.com,+34 921 290 959,"Avenida de Reyna Ibañez 5, Huelva, 01307",Palencia,Liberia,2025-06-06,Básico,,,,,,,,,0.0,,,,,,,,,
248.0,Ambrosio,Nebot,blanchmayte@example.org,+34821 656 754,"Ronda de Lupe Ferreras 46 Apt. 83 , Huesca, 45030",Córdoba,Venezuela,2024-02-04,Básico,,,,,,,,,0.0,,,,,,,,,
249.0,Visitación,Talavera,ualcalde@example.com,+34 806655959,"Avenida de Josefina Villalonga 82, Cáceres, 25514",Huesca,Montenegro,2025-04-23,Básico,,,,,,,,,0.0,,,,,,,,,
250.0,Flora,Arce,benigno27@example.com,+34 983 081 831,"Avenida Nieves Viana 43 Puerta 3 , Palencia, 43644",Pontevedra,Austria,2024-08-18,Standard,,,,,,,,,0.0,,,,,,,,,
251.0,María Carmen,Torralba,tamara29@example.org,+34888 84 41 84,"Urbanización de Dan Carrión 87 Puerta 3 , Valencia, 28589",Álava,Uruguay,2025-03-14,Básico,,,,,,,,,0.0,,,,,,,,,
252.0,Marita,Carlos,fcanizares@example.org,+34 707 60 66 27,"Plaza Olimpia Tejera 482, Albacete, 20193",Cantabria,Irán,2025-03-25,Básico,,,,,,,,,0.0,,,,,,,,,
253.0,Ágata,Ponce,vvalles@example.net,+34 803 922 613,"Rambla Tomasa Moya 74 Apt. 47 , Murcia, 03881",Madrid,Tayikistán,2025-05-20,Standard,,,,,,,,,0.0,,,,,,,,,
254.0,Édgar,Rebollo,yessicavillegas@example.org,+34 988 62 50 32,"Cañada de Leocadio Sebastián 49 Piso 5 , Girona, 33187",Álava,Trinidad y Tabago,2024-10-16,Premium,,,,,,,,,0.0,,,,,,,,,
255.0,Casemiro,Vallejo,ebernad@example.com,+34841 24 22 10,"Urbanización de Coral Escrivá 92, Valladolid, 03529",Huesca,Jamaica,2025-03-22,Básico,,,,,,,,,0.0,,,,,,,,,
256.0,Amarilis,Granados,isabelapuerta@example.com,+34711 77 87 60,"Callejón Maristela Arjona 99 Piso 4 , Soria, 36823",Córdoba,Noruega,2025-10-11,Standard,,,,,,,,,0.0,,,,,,,,,
257.0,Duilio,Salvador,uromero@example.org,+34815 15 18 89,"Alameda de Lázaro Arnaiz 63, Málaga, 21502",Cádiz,Arabia Saudita,2024-02-25,Básico,,,,,,,,,0.0,,,,,,,,,
